id,importanceSampling
1001,193.406653
1003,178.479685
1004,213.570268
1005,174.378576
1007,199.330494
1008,185.904023
1009,187.176812
1010,234.309945
1011,175.445770
1012,171.376828
1013,176.473066
1014,170.638871
1015,167.556746
1016,174.100008
1017,169.501203
1018,175.161754
1019,174.383682
1020,173.612826
1021,171.497969
1022,172.426989
