id,importanceSampling
1001,37.003275
1003,28.024880
1004,44.482993
1005,23.503285
1007,36.967985
1008,31.525572
1009,36.732748
1010,48.011414
1011,24.943363
1012,11.944656
1013,19.515387
1014,18.588719
1015,54.168632
1016,19.761039
1017,10.532683
1018,31.047169
1019,12.227907
1020,29.049420
1021,6.922561
1022,43.083942
