id,importanceSampling
1001,33.035618
1003,26.846304
1004,42.662272
1005,22.087994
1007,35.343044
1008,28.187413
1009,36.198192
1010,43.522179
1011,24.915661
1012,7.524549
1013,20.701755
1014,19.286388
1015,51.823812
1016,20.129036
1017,7.916700
1018,29.007272
1019,11.253096
1020,25.744923
1021,5.971348
1022,41.600824
