id,importanceSampling
1001,35.418344
1003,27.981641
1004,42.138430
1005,24.368963
1007,34.951570
1008,29.869931
1009,35.362612
1010,47.329500
1011,26.334058
1012,10.492908
1013,20.077923
1014,16.287718
1015,53.244395
1016,18.845550
1017,8.849556
1018,29.921018
1019,11.633712
1020,27.804198
1021,5.689240
1022,41.515616
