id,importanceSampling
1001,32.518710
1003,26.082918
1004,41.766620
1005,20.668514
1007,34.706864
1008,27.979723
1009,37.138187
1010,41.427859
1011,24.075891
1012,8.671739
1013,20.128519
1014,18.653320
1015,50.528406
1016,21.074615
1017,8.918537
1018,29.102490
1019,10.519405
1020,25.789338
1021,5.440674
1022,43.061153
